id,transactionHash,fromAddress,fromIsContract,toAddress,toIsContract,tokenAddress,blockTimestamp,blockNumber,blockID,tokenName,tokenSymbol,tokenDecimals,unitValue,tokenId,historicalUSD,assetId,chain
0x0303ca46e909cbe4529e04025ebb865504abb4ab0d7ee1ad3c50378d06aed7a1_1,0x0303ca46e909cbe4529e04025ebb865504abb4ab0d7ee1ad3c50378d06aed7a1,"{'address': '0xe7804c37c13166fF0b37F5aE0BB07A3aEbb6e245', 'chain': 'polygon', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0xe7804c37c13166fF0b37F5aE0BB07A3aEbb6e245', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x0ed023cC7Ad8EF17173Aed4D4C58E19De7a019A9', 'chain': 'polygon', 'isUserAddress': False, 'contract': False}",False,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,token,2024-05-08T05:49:21Z,56711545,0xca5226e313877f8cd922774c7eeacfc304bf668ca1b7f49336da5a5fc41fa595,(PoS) Tether USD,USDT,6,232.9,polygon-bridged-usdt-polygon,232.9,polygon
93e79889cde6fb5a0007a1cbef7a509cf53b72e78b3f2f4da333946891fc4c99_0,93e79889cde6fb5a0007a1cbef7a509cf53b72e78b3f2f4da333946891fc4c99,"{'address': 'TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TBYSwxWHixRXF2A1p7Wu5dqCHKeaPszwTa', 'chain': 'tron', 'arkhamLabel': {'name': 'OKX Deposit', 'address': 'TBYSwxWHixRXF2A1p7Wu5dqCHKeaPszwTa', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:15Z,61501489,0000000003aa7031f343ecddd68b98a27de6e51738584046f71a94420f680ed7,Tether USD,USDT,6,6400,tether,6400,,tron
9a2c873c5ef37d2ffd3559239a7aece85e4c86d4712723cafa5e3f2dfee5adb6_0,9a2c873c5ef37d2ffd3559239a7aece85e4c86d4712723cafa5e3f2dfee5adb6,"{'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TGsaPtXRySKDPeZnekEoJHHCH2V21ajCro', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:15Z,61501489,0000000003aa7031f343ecddd68b98a27de6e51738584046f71a94420f680ed7,Tether USD,USDT,6,11,tether,11,,tron
db7283c1500602a9dd5455b55e3c73b5b5e88923da315e996e781bac467c0f89_0,db7283c1500602a9dd5455b55e3c73b5b5e88923da315e996e781bac467c0f89,"{'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TKtczqpJvuDZJFQ5H67uBfyNuLgJxaUCz7', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:15Z,61501489,0000000003aa7031f343ecddd68b98a27de6e51738584046f71a94420f680ed7,Tether USD,USDT,6,5554.654,tether,5554.654,,tron
0xb232b4e722fb404d54e58b1394291072e72f7035b9339ce7319bea4499562765_12,0xb232b4e722fb404d54e58b1394291072e72f7035b9339ce7319bea4499562765,"{'address': '0xDFd5293D8e347dFe59E90eFd55b2956a1343963d', 'chain': 'ethereum', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0xDFd5293D8e347dFe59E90eFd55b2956a1343963d', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x7676e9A713Ed6d4399C53FD89A881Afc79b524a8', 'chain': 'ethereum', 'arkhamLabel': {'name': 'Bitget Deposit', 'address': '0x7676e9A713Ed6d4399C53FD89A881Afc79b524a8', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,0xdAC17F958D2ee523a2206206994597C13D831ec7,token,2024-05-08T05:49:11Z,19823361,0x82d0698450849c51d0ed50e2700f1b0db59bca41c781e1d60b4cef82a75ab349,Tether USD,USDT,6,856.042717,tether,856.042717,ethereum
0x86651dd21372f24f9fb9cf1aeb7129342ba68b745b68118e0901c18e629eae50,0x86651dd21372f24f9fb9cf1aeb7129342ba68b745b68118e0901c18e629eae50,"{'address': '0x4976A4A02f38326660D17bf34b431dC6e2eb2327', 'chain': 'ethereum', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0x4976A4A02f38326660D17bf34b431dC6e2eb2327', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x2f14205AFfBF44D6f15aE8474218925301892042', 'chain': 'ethereum', 'arkhamLabel': {'name': 'Binance Deposit', 'address': '0x2f14205AFfBF44D6f15aE8474218925301892042', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,,external,2024-05-08T05:49:11Z,19823361,0x82d0698450849c51d0ed50e2700f1b0db59bca41c781e1d60b4cef82a75ab349,Ethereum,ETH,18,0.3546623,ethereum,1072.764791925,ethereum
0xf5f68fe81d4c4bcc5de834cb7cf51fdd096d575c0dcb96800c9e8226d438abdf,0xf5f68fe81d4c4bcc5de834cb7cf51fdd096d575c0dcb96800c9e8226d438abdf,"{'address': '0x082489A616aB4D46d1947eE3F912e080815b08DA', 'chain': 'polygon', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0x082489A616aB4D46d1947eE3F912e080815b08DA', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0xf6fCd76D46ab010D7B6Eb291877629C975b5CAA7', 'chain': 'polygon', 'isUserAddress': False, 'contract': False}",False,,external,2024-05-08T05:49:11Z,56711540,0x9d426362f6f848c50ee1bf27143ffa01d0ea06206c806d5ce9f7302f06528fb8,Matic Token,MATIC,18,62.47130526,matic-network,43.02561218649876,polygon
5674a7384d42367b4e9b915e16ea2784ec89063a8c5be57ae7ffc215bbb8e3c7_0,5674a7384d42367b4e9b915e16ea2784ec89063a8c5be57ae7ffc215bbb8e3c7,"{'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': 'TDqSquXBgUCLYvYC4XZgrprLK589dkhSCf', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TLv2pe4r4AYypyjib6GSCKanEoBx1LaT5F', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,200,tether,200,,tron
0x40be33dbdc1c3ab634ee689d49e7f2977c03f4880d3a71a28b4bfcfd156fa370,0x40be33dbdc1c3ab634ee689d49e7f2977c03f4880d3a71a28b4bfcfd156fa370,"{'address': '0x290275e3db66394C52272398959845170E4DCb88', 'chain': 'polygon', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Hot Wallet', 'address': '0x290275e3db66394C52272398959845170E4DCb88', 'chainType': 'evm'}, 'isUserAddress': False, 'contract': False}",False,"{'address': '0x9324A8A7204d8d46Ee1EC95C56470C4858e1472e', 'chain': 'polygon', 'isUserAddress': False, 'contract': False}",False,,external,2024-05-08T05:49:09Z,56711539,0x55194e77ed70aeb0738eb43c7e5a4687b1575681f93b5757163f30275013d388,Matic Token,MATIC,18,11.25,matic-network,7.748167499999999,polygon
8353b0b223b8d3b67f9522462a02c7236026605ecb73e8f55c8cd7581792967e_0,8353b0b223b8d3b67f9522462a02c7236026605ecb73e8f55c8cd7581792967e,"{'address': 'TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TUVG6ZKeGJofh84kjzFVR4KZTjruAicpU5', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,2492.18,tether,2492.18,,tron
fc6cef4325a4ad067c3d5f485b88879fdec9c81626065341768b61f98c43c848_0,fc6cef4325a4ad067c3d5f485b88879fdec9c81626065341768b61f98c43c848,"{'address': 'TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TEzit9XySDwV2Wwugh6QPd6hqWjeWHgFhU', 'chain': 'tron', 'arkhamLabel': {'name': 'KuCoin Deposit', 'address': 'TEzit9XySDwV2Wwugh6QPd6hqWjeWHgFhU', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,33.11,tether,33.11,,tron
2903b8517244c2fcf3bbcce347a7e9636cc536e3fb6fb1eda6c8c89f4388e4ca_0,2903b8517244c2fcf3bbcce347a7e9636cc536e3fb6fb1eda6c8c89f4388e4ca,"{'address': 'TQrY8tryqsYVCYS3MFbtffiPp2ccyn4STm', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TQrY8tryqsYVCYS3MFbtffiPp2ccyn4STm', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TPPQ46KJWzJawv4zsB1roXcE8SMHqyxSFo', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,20.3,tether,20.3,,tron
5e4c447cc65bfa4e0f313cf50def9a33632168b0499cf3fe5de7e3a17f425ad9_0,5e4c447cc65bfa4e0f313cf50def9a33632168b0499cf3fe5de7e3a17f425ad9,"{'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TDDcPjZhn4hYERjUe7Yr3MbjZbx1PbnyuQ', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,40,tether,40,,tron
927b3b192d8969815ac97538c607ce473930ff4f9b60dbaa079d880b1e1dbb25_0,927b3b192d8969815ac97538c607ce473930ff4f9b60dbaa079d880b1e1dbb25,"{'address': 'TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TAzsQ9Gx8eqFNFSKbeXrbi45CuVPHzA8wr', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TQntkdQTsA25Pp1qvQ3uBi5o2y4GY94VQq', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:09Z,61501487,0000000003aa702f0b8b7fdfc03e4afa515d9d06dcc7457776499eb95cfb9070,Tether USD,USDT,6,26,tether,26,,tron
e4f04b70d0b44f34ee04cc859622dc8be5ceb5977380848ac58048df391b9a24_0,e4f04b70d0b44f34ee04cc859622dc8be5ceb5977380848ac58048df391b9a24,"{'address': 'TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TNXoiAJ3dct8Fjg4M9fkLFh9S2v9TXc32G', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'TMChAjQVJEmykD2xV7HyFbdthhi9qSAwps', 'chain': 'tron', 'arkhamLabel': {'name': 'Gate.io Deposit', 'address': 'TMChAjQVJEmykD2xV7HyFbdthhi9qSAwps', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,TR7NHqjeKQxGTCi8q8ZY4pL8otSzgjLj6t,2024-05-08T05:49:06Z,61501486,0000000003aa702e6e5373f0f097d0e0adcb88d468e59ea6f069037555d9dbb4,Tether USD,USDT,6,149.581062,tether,149.581062,,tron
0a15d4d6c707173a41aebb9b2321b4a1576ec0a83c0fe966534487934e0099cf,0a15d4d6c707173a41aebb9b2321b4a1576ec0a83c0fe966534487934e0099cf,"{'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chain': 'tron', 'arkhamEntity': {'name': 'Binance', 'note': '', 'id': 'binance', 'type': 'cex', 'service': None, 'addresses': None, 'website': 'https://binance.com', 'twitter': 'https://twitter.com/binance', 'crunchbase': 'https://www.crunchbase.com/organization/binance', 'linkedin': 'https://www.linkedin.com/company/binance'}, 'arkhamLabel': {'name': 'Withdrawal Hot Wallet', 'address': 'TJDENsfBJs4RFETt1X1W8wMDc8M5XnJhCe', 'chainType': 'tron'}, 'isUserAddress': False, 'contract': False}",False,"{'address': 'THJpQUEcyLUUTYrczn6zNFn3MPRCUzgMZy', 'chain': 'tron', 'isUserAddress': False, 'contract': False}",False,,2024-05-08T05:49:06Z,61501486,0000000003aa702e6e5373f0f097d0e0adcb88d468e59ea6f069037555d9dbb4,Tron,TRX,6,2739,tron,332.492688,,tron
